1707745932.128543,5,86,7.926
1707745932.128637,7,171,8.187
1707745932.128664,9,96,8.16
1707745932.128690,4,10,4.874
1707745932.128716,17,190,8.365
1707745932.128758,21,130,8.302
1707745932.128786,19,195,8.49
1707745932.128812,11,170,8.205
1707745932.128838,15,284,8.132
1707745932.128864,13,212,8.975
1707745932.128890,23,134,8.526
1707745932.266846,5,153,14.731
1707745932.266939,7,308,14.601
1707745932.266964,9,173,14.67
1707745932.266987,4,10,4.874
1707745932.267015,17,342,14.836
1707745932.267039,21,229,14.317
1707745932.267062,19,350,15.002
1707745932.267085,11,304,14.464
1707745932.267109,15,508,14.73
1707745932.267133,13,378,14.482
1707745932.267157,23,231,14.562
1707745932.402605,5,224,21.183
1707745932.402701,7,434,21.108
1707745932.402726,9,243,21.058
1707745932.402749,4,10,4.874
1707745932.402772,17,481,21.172
1707745932.402798,21,338,21.328
1707745932.402821,19,493,21.221
1707745932.402854,11,449,21.527
1707745932.402877,15,716,21.189
1707745932.402900,13,556,21.644
1707745932.402925,23,338,21.449
1707745932.539311,5,286,26.277
1707745932.539406,7,528,26.414
1707745932.539433,9,326,25.173
1707745932.539458,4,10,4.874
1707745932.539483,17,621,25.457
1707745932.539508,21,417,26.478
1707745932.539535,19,568,26.501
1707745932.539575,11,548,26.478
1707745932.539601,15,874,26.726
1707745932.539626,13,649,26.368
1707745932.539650,23,418,26.515
1707745932.675712,5,558,11.926
1707745932.675813,7,510,15.817
1707745932.675841,9,644,12.007
1707745932.675867,4,10,4.874
1707745932.675892,17,1247,12.286
1707745932.675917,21,392,15.34
1707745932.675942,19,543,14.772
1707745932.675967,11,528,16.062
1707745932.675992,15,849,14.032
1707745932.676017,13,630,15.842
1707745932.676042,23,393,15.316
1707745932.809862,5,866,18.545
1707745932.809952,7,510,15.817
1707745932.809977,9,985,18.409
1707745932.810000,4,10,4.874
1707745932.810025,17,1868,18.832
1707745932.810048,21,392,15.34
1707745932.810072,19,543,14.772
1707745932.810096,11,528,16.062
1707745932.810119,15,849,14.032
1707745932.810143,13,630,15.842
1707745932.810167,23,393,15.316
1707745932.947098,5,1106,26.397
1707745932.947215,7,219,19.44
1707745932.947244,9,1284,26.17
1707745932.947268,4,10,4.874
1707745932.947292,17,2139,25.853
1707745932.947316,21,304,24.969
1707745932.947362,19,16,18.096
1707745932.947386,11,439,26.666
1707745932.947409,15,16,18.716
1707745932.947433,13,489,19.846
1707745932.947475,23,304,18.925
1707745933.083086,5,1079,17.102
1707745933.083177,7,653,13.382
1707745933.083204,9,1279,18.528
1707745933.083229,4,10,4.874
1707745933.083254,17,2113,15.659
1707745933.083279,21,289,17.284
1707745933.083303,19,656,13.514
1707745933.083328,11,749,13.095
1707745933.083353,15,652,13.525
1707745933.083377,13,489,19.846
1707745933.083402,23,276,15.987
1707745933.218670,5,1079,17.102
1707745933.218760,7,963,18.927
1707745933.218785,9,1279,18.528
1707745933.218809,4,10,4.874
1707745933.218833,17,2101,16.548
1707745933.218856,21,289,17.284
1707745933.218880,19,979,19.111
1707745933.218903,11,1122,19.039
1707745933.218927,15,655,19.375
1707745933.218951,13,8,19.061
1707745933.218974,23,276,15.987
1707745933.354341,5,8,19.328
1707745933.354430,7,1283,25.435
1707745933.354456,9,16,21.44
1707745933.354481,4,10,4.874
1707745933.354505,17,2093,20.019
1707745933.354529,21,16,21.007
1707745933.354554,19,1312,25.921
1707745933.354577,11,1498,25.975
1707745933.354601,15,659,26.055
1707745933.354625,13,361,25.191
1707745933.354649,23,4,17.99
1707745933.492943,5,1065,15.996
1707745933.493036,7,1267,17.93
1707745933.493077,9,1138,15.955
1707745933.493102,4,10,4.874
1707745933.493127,17,2082,15.997
1707745933.493152,21,222,16.085
1707745933.493191,19,1257,17.885
1707745933.493229,11,1489,18.222
1707745933.493254,15,626,17.905
1707745933.493279,13,586,16.296
1707745933.493313,23,282,16.473
1707745933.630349,5,1490,22.525
1707745933.630437,7,1265,17.939
1707745933.630462,9,1604,22.337
1707745933.630486,4,10,4.874
1707745933.630509,17,2072,18.47
1707745933.630533,21,226,22.3
1707745933.630560,19,1255,17.649
1707745933.630588,11,1489,18.222
1707745933.630611,15,624,17.792
1707745933.630635,13,824,22.596
1707745933.630661,23,397,22.701
1707745933.767396,5,1701,22.963
1707745933.767512,7,4,17.062
1707745933.767544,9,1858,23.464
1707745933.767570,4,10,4.874
1707745933.767601,17,2063,18.887
1707745933.767632,21,230,8.607
1707745933.767664,19,8,15.362
1707745933.767703,11,8,18.274
1707745933.767730,15,8,16.366
1707745933.767755,13,861,8.719
1707745933.767779,23,532,11.672
1707745933.903771,5,1690,20.555
1707745933.903869,7,953,18.207
1707745933.903897,9,1849,20.78
1707745933.903923,4,10,4.874
1707745933.903948,17,2054,19.594
1707745933.903974,21,234,25.24
1707745933.904001,19,1166,25.144
1707745933.904026,11,1308,25.439
1707745933.904052,15,633,25.232
1707745933.904108,13,865,25.441
1707745933.904134,23,747,26.727
1707745934.039567,5,1690,20.555
1707745934.039658,7,953,18.207
1707745934.039684,9,1849,20.78
1707745934.039708,4,10,4.874
1707745934.039733,17,2042,15.336
1707745934.039758,21,212,18.208
1707745934.039782,19,1159,17.125
1707745934.039806,11,1323,17.469
1707745934.039830,15,656,17.478
1707745934.039855,13,870,10.487
1707745934.039879,23,1183,10.581
1707745934.176092,5,32,16.781
1707745934.176185,7,338,15.483
1707745934.176214,9,32,15.762
1707745934.176241,4,10,4.874
1707745934.176267,17,2028,13.499
1707745934.176294,21,210,17.307
1707745934.176321,19,1156,15.689
1707745934.176347,11,1320,15.843
1707745934.176373,15,653,15.835
1707745934.176399,13,877,15.337
1707745934.176431,23,1997,15.587
1707745934.311944,5,1240,17.569
1707745934.312037,7,707,16.74
1707745934.312066,9,1415,22.724
1707745934.312094,4,10,4.874
1707745934.312123,17,1504,9.687
1707745934.312151,21,225,10.226
1707745934.312178,19,8,12.534
1707745934.312206,11,990,9.797
1707745934.312234,15,506,12.341
1707745934.312261,13,882,11.449
1707745934.312289,23,1924,12.361
1707745934.447263,5,1240,17.569
1707745934.447353,7,707,16.74
1707745934.447378,9,1415,22.724
1707745934.447401,4,10,4.874
1707745934.447425,17,1602,15.928
1707745934.447449,21,316,22.716
1707745934.447472,19,1084,22.516
1707745934.447495,11,1425,22.812
1707745934.447518,15,733,22.607
1707745934.447542,13,886,22.561
1707745934.447566,23,1915,16.713
1707745934.583619,5,2,17.873
1707745934.583710,7,32,14.278
1707745934.583736,9,128,7.966
1707745934.583763,4,10,4.874
1707745934.583788,17,1602,15.701
1707745934.583817,21,466,6.542
1707745934.583841,19,1281,18.415
1707745934.583865,11,1754,18.929
1707745934.583889,15,1077,6.677
1707745934.583913,13,862,17.791
1707745934.583937,23,1904,16.048
1707745934.718351,5,2,17.873
1707745934.718449,7,736,18.318
1707745934.718482,9,1442,18.412
1707745934.718518,4,10,4.874
1707745934.718552,17,1602,15.473
1707745934.718585,21,718,18.647
1707745934.718618,19,927,15.845
1707745934.718649,11,1737,15.399
1707745934.718681,15,1668,18.435
1707745934.718715,13,853,15.791
1707745934.718749,23,1893,15.43
1707745934.852033,5,255,4.847
1707745934.852127,7,865,9.497
1707745934.852165,9,1759,9.472
1707745934.852203,4,10,4.874
1707745934.852239,17,1602,2.651
1707745934.852277,21,815,9.748
1707745934.852312,19,927,4.86
1707745934.852344,11,1737,15.399
1707745934.852381,15,1881,10.2
1707745934.852417,13,853,15.791
1707745934.852453,23,1841,2.831
1707745934.990129,5,264,14.433
1707745934.990226,7,865,9.497
1707745934.990251,9,1759,9.472
1707745934.990275,4,10,4.874
1707745934.990299,17,1602,8.039
1707745934.990323,21,815,9.748
1707745934.990353,19,934,14.572
1707745934.990376,11,1471,14.627
1707745934.990400,15,1881,10.2
1707745934.990424,13,918,14.626
1707745934.990447,23,1811,7.153
1707745935.127734,5,268,19.057
1707745935.127852,7,16,12.973
1707745935.127878,9,16,12.959
1707745935.127903,4,10,4.874
1707745935.127928,17,1602,14.035
1707745935.127952,21,593,14.498
1707745935.127977,19,939,19.18
1707745935.128001,11,2158,19.97
1707745935.128027,15,32,14.606
1707745935.128051,13,1345,19.517
1707745935.128075,23,1811,7.153
1707745935.264666,5,274,13.997
1707745935.264762,7,944,13.989
1707745935.264788,9,1272,16.056
1707745935.264812,4,10,4.874
1707745935.264836,17,1602,13.786
1707745935.264860,21,580,14.782
1707745935.264883,19,927,17.051
1707745935.264907,11,2133,15.758
1707745935.264930,15,1963,14.514
1707745935.264954,13,1370,15.684
1707745935.264978,23,1546,11.988
1707745935.403487,5,315,1.308
1707745935.403583,7,1051,10.036
1707745935.403614,9,1267,17.114
1707745935.403643,4,10,4.874
1707745935.403672,17,1602,1.283
1707745935.403701,21,580,14.782
1707745935.403730,19,927,17.051
1707745935.403759,11,1568,1.249
1707745935.403788,15,1516,1.223
1707745935.403817,13,1367,16.82
1707745935.403878,23,1718,10.218
1707745935.540386,5,326,8.163
1707745935.540478,7,1051,10.036
1707745935.540503,9,1267,17.114
1707745935.540527,4,10,4.874
1707745935.540552,17,1285,5.198
1707745935.540576,21,476,8.196
1707745935.540626,19,1295,8.576
1707745935.540650,11,1568,5.571
1707745935.540675,15,1516,5.172
1707745935.540699,13,4,14.769
1707745935.540723,23,1718,10.218
1707745935.675147,5,329,20.954
1707745935.675236,7,827,16.78
1707745935.675278,9,948,13.84
1707745935.675304,4,10,4.874
1707745935.675338,17,1602,11.792
1707745935.675376,21,776,17.431
1707745935.675408,19,1639,18.479
1707745935.675445,11,1568,12.09
1707745935.675482,15,1533,17.527
1707745935.675516,13,1043,18.435
1707745935.675544,23,1258,12.565
1707745935.812912,5,320,13.936
1707745935.813135,7,774,13.078
1707745935.813190,9,945,16.476
1707745935.813257,4,10,4.874
1707745935.813304,17,1258,7.166
1707745935.813369,21,759,12.553
1707745935.813435,19,1632,14.15
1707745935.813482,11,1568,7.23
1707745935.813531,15,1556,6.459
1707745935.813582,13,1036,15.27
1707745935.813633,23,1238,11.087
1707745935.950495,5,318,13.069
1707745935.950592,7,774,13.078
1707745935.950619,9,945,16.476
1707745935.950642,4,10,4.874
1707745935.950670,17,1238,6.595
1707745935.950695,21,759,12.553
1707745935.950719,19,2,13.131
1707745935.950743,11,1568,6.592
1707745935.950767,15,1578,6.676
1707745935.950791,13,2,14.236
1707745935.950815,23,1238,11.087
1707745936.088967,5,4,14.709
1707745936.089062,7,105,20.109
1707745936.089095,9,32,17.911
1707745936.089121,4,10,4.874
1707745936.089147,17,1602,12.988
1707745936.089173,21,739,21.14
1707745936.089222,19,1399,21.13
1707745936.089249,11,1568,13.01
1707745936.089274,15,1598,21.02
1707745936.089299,13,1130,20.676
1707745936.089325,23,67,19.2
1707745936.225230,5,245,19.695
1707745936.225322,7,96,7.805
1707745936.225348,9,688,20.337
1707745936.225372,4,10,4.874
1707745936.225398,17,1616,8.046
1707745936.225423,21,766,12.68
1707745936.225448,19,1489,12.38
1707745936.225476,11,1568,8.137
1707745936.225502,15,1559,10.755
1707745936.225528,13,1156,12.112
1707745936.225554,23,166,7.778
1707745936.362612,5,2,18.233
1707745936.362694,7,104,8.599
1707745936.362722,9,1,20.337
1707745936.362748,4,10,4.874
1707745936.362773,17,1638,8.716
1707745936.362799,21,766,12.68
1707745936.362823,19,1489,12.38
1707745936.362849,11,1568,8.337
1707745936.362874,15,1559,10.755
1707745936.362899,13,1156,12.112
1707745936.362926,23,363,8.602
1707745936.498653,5,217,19.449
1707745936.498743,7,111,19.972
1707745936.498770,9,493,20.018
1707745936.498795,4,10,4.874
1707745936.498821,17,1644,20.092
1707745936.498846,21,310,14.972
1707745936.498871,19,1079,17.28
1707745936.498897,11,1568,11.423
1707745936.498922,15,1286,21.645
1707745936.498947,13,846,14.082
1707745936.498972,23,647,21.307
1707745936.635335,5,217,19.449
1707745936.635452,7,121,7.833
1707745936.635490,9,493,20.018
1707745936.635514,4,10,4.874
1707745936.635539,17,1606,9.196
1707745936.635574,21,310,14.972
1707745936.635598,19,1079,17.28
1707745936.635622,11,1328,8.296
1707745936.635646,15,1251,11.49
1707745936.635670,13,846,14.082
1707745936.635695,23,1912,8.031
1707745936.771590,5,10,13.869
1707745936.771683,7,130,9.834
1707745936.771710,9,6,15.693
1707745936.771737,4,10,4.874
1707745936.771763,17,1,9.196
1707745936.771789,21,32,11.566
1707745936.771814,19,64,10.925
1707745936.771840,11,2,8.259
1707745936.771866,15,2,11.179
1707745936.771892,13,70,11.359
1707745936.771917,23,2284,9.718
1707745936.906145,5,230,5.187
1707745936.906239,7,115,14.645
1707745936.906267,9,380,20.87
1707745936.906293,4,10,4.874
1707745936.906319,17,1177,16.874
1707745936.906345,21,294,15.511
1707745936.906371,19,815,15.713
1707745936.906397,11,93,18.165
1707745936.906423,15,259,5.685
1707745936.906449,13,916,5.79
1707745936.906476,23,2022,13.085
1707745937.040928,5,500,11.535
1707745937.041022,7,109,11.093
1707745937.041049,9,380,20.87
1707745937.041077,4,10,4.874
1707745937.041102,17,1177,16.874
1707745937.041127,21,292,14.322
1707745937.041151,19,815,15.713
1707745937.041175,11,93,18.165
1707745937.041209,15,538,11.498
1707745937.041235,13,1943,11.95
1707745937.041259,23,2002,9.923
1707745937.175527,5,765,17.952
1707745937.175621,7,4,12.493
1707745937.175647,9,10,18.531
1707745937.175672,4,10,4.874
1707745937.175697,17,832,17.867
1707745937.175722,21,215,15.044
1707745937.175746,19,8,15.976
1707745937.175771,11,32,17.034
1707745937.175795,15,835,16.436
1707745937.175819,13,2288,18.009
1707745937.175844,23,1989,13.692
1707745937.310345,5,855,21.126
1707745937.310437,7,147,10.982
1707745937.310463,9,359,10.955
1707745937.310486,4,10,4.874
1707745937.310510,17,876,15.041
1707745937.310534,21,231,20.545
1707745937.310558,19,829,11.387
1707745937.310582,11,104,10.599
1707745937.310605,15,1415,11.869
1707745937.310629,13,2117,14.177
1707745937.310653,23,1976,12.066
1707745937.445768,5,855,21.126
1707745937.445860,7,227,17.565
1707745937.445885,9,557,17.697
1707745937.445916,4,10,4.874
1707745937.445953,17,876,15.041
1707745937.445989,21,227,17.959
1707745937.446026,19,1286,17.76
1707745937.446061,11,172,17.46
1707745937.446094,15,2183,18.18
1707745937.446127,13,2105,14.891
1707745937.446156,23,1599,14.34
1707745937.581739,5,10,20.54
1707745937.581834,7,319,21.02
1707745937.581873,9,784,21.194
1707745937.581904,4,10,4.874
1707745937.581944,17,8,16.803
1707745937.581981,21,2,17.589
