1707745675.570712,7,10,0.112
1707745675.570801,5,10,0.12
1707745675.570841,11,10,0.098
1707745675.570880,9,10,0.115
1707745675.570931,19,10,0.091
1707745675.570981,15,10,0.097
1707745675.571032,4,10,4.627
1707745675.571082,23,10,0.1
1707745675.571128,21,10,0.094
1707745675.571179,17,10,0.093
1707745675.571229,13,10,0.115
1707745675.709561,7,153,10.243
1707745675.709654,5,223,10.28
1707745675.709700,11,257,10.523
1707745675.709738,9,282,10.125
1707745675.709781,19,361,10.264
1707745675.709835,15,247,10.172
1707745675.709887,4,10,4.627
1707745675.709938,23,247,10.447
1707745675.709988,21,209,10.348
1707745675.710039,17,521,10.306
1707745675.710087,13,45,10.315
1707745675.846002,7,245,16.563
1707745675.846098,5,364,16.261
1707745675.846127,11,416,16.702
1707745675.846153,9,460,16.066
1707745675.846180,19,579,16.731
1707745675.846206,15,402,16.145
1707745675.846233,4,10,4.627
1707745675.846265,23,401,16.622
1707745675.846295,21,341,16.665
1707745675.846325,17,848,16.629
1707745675.846352,13,73,16.398
1707745675.981248,7,340,20.843
1707745675.981332,5,465,21.715
1707745675.981358,11,579,19.689
1707745675.981381,9,601,21.841
1707745675.981405,19,725,22.028
1707745675.981438,15,481,21.616
1707745675.981464,4,10,4.627
1707745675.981488,23,504,22.229
1707745675.981511,21,438,21.914
1707745675.981535,17,1112,22.106
1707745675.981558,13,102,19.671
1707745676.116709,7,553,10.089
1707745676.116805,5,450,13.941
1707745676.116830,11,1237,10.318
1707745676.116854,9,585,13.619
1707745676.116877,19,705,12.485
1707745676.116901,15,488,10.252
1707745676.116925,4,10,4.627
1707745676.116949,23,485,13.003
1707745676.116973,21,417,11.804
1707745676.116997,17,1094,12.748
1707745676.117020,13,222,10.349
1707745676.252829,7,559,13.439
1707745676.252922,5,1,13.941
1707745676.252948,11,1780,13.532
1707745676.252972,9,1,13.619
1707745676.252996,19,705,12.485
1707745676.253020,15,494,13.462
1707745676.253044,4,10,4.627
1707745676.253068,23,485,13.003
1707745676.253092,21,417,11.804
1707745676.253116,17,1,12.748
1707745676.253139,13,375,13.552
1707745676.387071,7,563,17.696
1707745676.387162,5,345,16.096
1707745676.387187,11,1720,19.734
1707745676.387210,9,448,20.589
1707745676.387234,19,540,17.533
1707745676.387257,15,486,21.171
1707745676.387281,4,10,4.627
1707745676.387305,23,439,16.543
1707745676.387328,21,374,17.562
1707745676.387351,17,844,17.323
1707745676.387375,13,546,15.071
1707745676.521351,7,567,19.884
1707745676.521454,5,349,19.731
1707745676.521482,11,1699,18.603
1707745676.521509,9,432,18.866
1707745676.521536,19,544,19.992
1707745676.521563,15,465,19.033
1707745676.521593,4,10,4.627
1707745676.521620,23,647,19.88
1707745676.521650,21,553,19.895
1707745676.521678,17,1188,19.833
1707745676.521706,13,797,19.725
1707745676.657228,7,523,16.087
1707745676.657321,5,329,15.91
1707745676.657351,11,1696,18.805
1707745676.657376,9,432,18.866
1707745676.657401,19,547,6.273
1707745676.657427,15,462,19.259
1707745676.657452,4,10,4.627
1707745676.657478,23,1001,6.36
1707745676.657504,21,603,17.254
1707745676.657529,17,1451,16.658
1707745676.657554,13,910,15.778
1707745676.793008,7,517,12.243
1707745676.793104,5,323,12.223
1707745676.793129,11,2,17.83
1707745676.793153,9,32,13.174
1707745676.793177,19,557,11.208
1707745676.793206,15,1,19.259
1707745676.793230,4,10,4.627
1707745676.793254,23,2131,11.129
1707745676.793278,21,600,14.741
1707745676.793302,17,1447,13.375
1707745676.793325,13,905,12.91
1707745676.927099,7,2,13.213
1707745676.927190,5,2,13.195
1707745676.927216,11,1407,20.661
1707745676.927240,9,442,20.515
1707745676.927263,19,562,20.919
1707745676.927287,15,434,21.078
1707745676.927311,4,10,4.627
1707745676.927336,23,2292,21.22
1707745676.927360,21,2,15.399
1707745676.927384,17,2,14.078
1707745676.927408,13,2,13.796
1707745677.062500,7,400,18.352
1707745677.062590,5,321,19.42
1707745677.062616,11,2083,19.539
1707745677.062639,9,445,17.796
1707745677.062662,19,562,20.579
1707745677.062686,15,431,17.723
1707745677.062709,4,10,4.627
1707745677.062734,23,2129,17.693
1707745677.062757,21,591,19.51
1707745677.062780,17,1248,19.478
1707745677.062804,13,793,19.065
1707745677.197095,7,394,16.934
1707745677.197186,5,498,13.508
1707745677.197218,11,1891,15.326
1707745677.197242,9,445,17.796
1707745677.197266,19,557,17.609
1707745677.197290,15,428,18.147
1707745677.197313,4,10,4.627
1707745677.197338,23,2116,14.567
1707745677.197361,21,602,15.458
1707745677.197385,17,1932,13.845
1707745677.197410,13,1290,13.83
1707745677.333299,7,394,16.934
1707745677.333392,5,735,19.764
1707745677.333420,11,1881,16.338
1707745677.333445,9,4,17.844
1707745677.333470,19,557,17.609
1707745677.333495,15,1,18.147
1707745677.333524,4,10,4.627
1707745677.333549,23,2105,16.44
1707745677.333575,21,599,15.241
1707745677.333600,17,2280,19.195
1707745677.333625,13,1697,18.464
1707745677.466851,7,301,15.165
1707745677.466942,5,1123,16.607
1707745677.466968,11,1870,15.902
1707745677.466993,9,390,16.355
1707745677.467017,19,444,16.407
1707745677.467042,15,373,16.482
1707745677.467066,4,10,4.627
1707745677.467092,23,2095,15.6
1707745677.467117,21,4,15.435
1707745677.467142,17,2126,17.398
1707745677.467166,13,1701,16.42
1707745677.601954,7,346,12.866
1707745677.602044,5,1350,10.465
1707745677.602071,11,1762,8.413
1707745677.602096,9,358,10.051
1707745677.602121,19,852,5.833
1707745677.602145,15,428,13.747
